Date,Boxscore_URL,Score,Outs,Base State,Pitches,Sequence,Out,Team,Batter,Pitcher,Win Expectancy,Leverage Index,Event,Unnamed: 14,Inning,Event Type
Sunday Jul 10,https://www.baseball-reference.com/boxes/BAL/BAL201607100.shtml,1-Mar,0.0,---,"""5","(0-2).FFFFX""",O,BAL,Manny Machado,CamÂ Bedrosian,-1%,88%,Lineout: LF (Deep LF Line),,,
Friday Jul 22,https://www.baseball-reference.com/boxes/BAL/BAL201607220.shtml,1-May,0.0,---,"""2","(0-1)..CX""",,BAL,Manny Machado,CodyÂ Anderson,0%,97%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Jul 23,https://www.baseball-reference.com/boxes/BAL/BAL201607230.shtml,Mar-00,0.0,---,"""2","(1-0)BX""",R,BAL,Pedro Álvarez,JoshÂ Tomlin,3%,97%,Home Run (Line Drive to Deep RF),,,
Sunday Jul 24,https://www.baseball-reference.com/boxes/BAL/BAL201607240.shtml,2-Mar,0.0,---,"""3","(1-1)FBX""",O,BAL,Caleb Joseph,CoreyÂ Kluber,-2%,77%,Flyball: CF (Deep CF),,,
Monday Jul 25,https://www.baseball-reference.com/boxes/BAL/BAL201607250.shtml,2-Jan,0.0,---,"""3","(1-1)CBX""",O,BAL,JJ Hardy,JorgeÂ DeÂ LaÂ Rosa,-5%,32%,Groundout: 2B-1B (2B-1B),,,
Tuesday Jul 26,https://www.baseball-reference.com/boxes/BAL/BAL201607260.shtml,6-Feb,0.0,---,"""3","(0-2).CTX""",O,BAL,Matt Wieters,JakeÂ McGee,2%,95%,Lineout: RF,,,
Wednesday Jul 27,https://www.baseball-reference.com/boxes/BAL/BAL201607270.shtml,3-Jan,0.0,---,"""2","(0-1)..SX""",O,BAL,Jonathan Schoop,JonÂ Gray,4%,82%,Lineout: CF,,,
Tuesday Aug 2,https://www.baseball-reference.com/boxes/BAL/BAL201608020.shtml,Feb-00,0.0,---,"""2","(1-0)BX""",O,BAL,Mark Trumbo,YuÂ Darvish,-1%,88%,Flyball: LF (Deep LF-CF),,,
Wednesday Aug 3,https://www.baseball-reference.com/boxes/BAL/BAL201608030.shtml,2-Mar,0.0,---,"""4","(1-2)BCCX""",O,BAL,JJ Hardy,ColeÂ Hamels,-2%,77%,Flyball: CF (Deep CF),,,
Thursday Aug 4,https://www.baseball-reference.com/boxes/BAL/BAL201608040.shtml,4-Mar,0.0,---,"""1","(0-0).X""",,BAL,Pedro Álvarez,JeremyÂ Jeffress,-8%,56%,Single to LF (Line Drive),,,
Tuesday Aug 16,https://www.baseball-reference.com/boxes/BAL/BAL201608160.shtml,0-3,0.0,---,"""6","(2-2)FBCFBX""",O,BAL,Manny Machado,MattÂ Barnes,3%,90%,Lineout: 1B (2B-1B),,,
Wednesday Aug 17,,,,,,,,,Nan,,,,,,,
Thursday Aug 18,https://www.baseball-reference.com/boxes/BAL/BAL201608180.shtml,5-Dec,0.0,---,"""3","(0-2)..FSS""",O,BAL,Jonathan Schoop,LukeÂ Gregerson,0%,100%,Strikeout Swinging,,,
Friday Aug 19,https://www.baseball-reference.com/boxes/BAL/BAL201608190.shtml,14-Aug,0.0,---,"""2","(0-1)FX""",O,BAL,Chris Davis,ChrisÂ Devenski,1%,99%,Groundout: SS-1B,,,
Saturday Aug 20,https://www.baseball-reference.com/boxes/BAL/BAL201608200.shtml,10-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Pedro Álvarez,MikeÂ Fiers,0%,100%,Popfly: 3B (Deep 3B),,,
Sunday Aug 21,https://www.baseball-reference.com/boxes/BAL/BAL201608210.shtml,4-Feb,0.0,---,"""4","(1-2)...FBCS""",O,BAL,Chris Davis,DallasÂ Keuchel,4%,82%,Strikeout Swinging,,,
Monday Aug 22,https://www.baseball-reference.com/boxes/BAL/BAL201608220.shtml,3-Apr,0.0,---,"""2","(1-0)BX""",O,BAL,Jonathan Schoop,A.J.Â Cole,-2%,77%,Popfly: 1B,,,
Tuesday Aug 23,https://www.baseball-reference.com/boxes/BAL/BAL201608230.shtml,1-Jun,0.0,---,"""6","(3-2)BBCBFX""",O,BAL,Mark Trumbo,Ã“liverÂ PÃ©rez,0%,98%,Groundout: 3B-1B (SS-3B Hole),,,
Monday Aug 29,https://www.baseball-reference.com/boxes/BAL/BAL201608290.shtml,3-Jan,0.0,---,"""4","(3-0)BBBB""",,BAL,Mark Trumbo,MarcoÂ Estrada,-7%,71%,Walk,,,
Tuesday Aug 30,https://www.baseball-reference.com/boxes/BAL/BAL201608300.shtml,3-Mar,0.0,---,"""7","(3-2)BBCSBFX""",O,BAL,Nolan Reimold,J.A.Â Happ,-4%,55%,Flyball: CF (Deep CF-RF),,,
Wednesday Aug 31,https://www.baseball-reference.com/boxes/BAL/BAL201608310.shtml,4-Jan,0.0,---,"""7","(3-2).CBCBBFB""",,BAL,Hyun Soo Kim,JoaquÃ­nÂ Benoit,-5%,82%,Walk,,,
Friday Sep 2,https://www.baseball-reference.com/boxes/BAL/BAL201609020.shtml,Aug-00,0.0,---,"""6","(3-2).CSBBBS""",O,BAL,Chris Davis,LuisÂ Severino,0%,100%,Strikeout Swinging,,,
Saturday Sep 3,https://www.baseball-reference.com/boxes/BAL/BAL201609030.shtml,Feb-00,0.0,---,"""3","(0-2).CCX""",,BAL,JJ Hardy,AdamÂ Warren,3%,92%,Double to LF (Line Drive to Deep LF Line),,,
Sunday Sep 4,https://www.baseball-reference.com/boxes/BAL/BAL201609040.shtml,4-Feb,0.0,---,"""3","(1-1)...BFX""",O,BAL,Pedro Álvarez,TommyÂ Layne,4%,82%,Flyball: LF (Short LF),,,
Thursday Sep 15,https://www.baseball-reference.com/boxes/BAL/BAL201609150.shtml,7-Apr,0.0,---,"""6","(3-2)FBFBBB""",,BAL,Adam Jones,ErasmoÂ RamÃ­rez,-5%,82%,Walk,,,
Friday Sep 16,https://www.baseball-reference.com/boxes/BAL/BAL201609160.shtml,4-Feb,0.0,---,"""2","(0-1)..CX""",O,BAL,Matt Wieters,ChrisÂ Archer,-4%,18%,Groundout: 1B unassisted,,,
Saturday Sep 17,https://www.baseball-reference.com/boxes/BAL/BAL201609170.shtml,3-Feb,0.0,---,"""3","(0-2).SSS""",O,BAL,Jonathan Schoop,ChaseÂ Whitley,5%,68%,Strikeout Swinging,,,
Sunday Sep 18,https://www.baseball-reference.com/boxes/BAL/BAL201609180.shtml,1-Jan,0.0,---,"""2","(1-0).BX""",,BAL,JJ Hardy,DannyÂ Farquhar,6%,65%,Single to 2B (Ground Ball),,,
Monday Sep 19,https://www.baseball-reference.com/boxes/BAL/BAL201609190.shtml,5-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Chris Davis,RickÂ Porcello,2%,95%,Groundout: 3B-1B (2B-1B),,,
Tuesday Sep 20,https://www.baseball-reference.com/boxes/BAL/BAL201609200.shtml,5-Jan,0.0,---,"""2","(1-0)BX""",,BAL,Jonathan Schoop,EduardoÂ RodrÃ­guez,-4%,88%,Double to LF (Line Drive to Deep LF Line),,,
Wednesday Sep 21,https://www.baseball-reference.com/boxes/BAL/BAL201609210.shtml,5-Jan,0.0,---,"""3","(0-2)CFS""",O,BAL,Jonathan Schoop,ClayÂ Buchholz,2%,95%,Strikeout Swinging,,,
Thursday Sep 22,https://www.baseball-reference.com/boxes/BAL/BAL201609220.shtml,5-Mar,0.0,---,"""2","(0-1)FX""",O,BAL,Caleb Joseph,DavidÂ Price,4%,82%,Popfly: 1B (2B-1B),,,
Friday Sep 23,https://www.baseball-reference.com/boxes/BAL/BAL201609230.shtml,0-2,0.0,---,"""3","(0-2).CFX""",O,BAL,Matt Wieters,RandallÂ Delgado,-4%,18%,Groundout: SS-1B (SS-2B),,,
Saturday Sep 24,https://www.baseball-reference.com/boxes/BAL/BAL201609240.shtml,Jun-00,0.0,---,"""3","(1-1)BSX""",,BAL,Manny Machado,DominicÂ Leone,0%,99%,Single to CF (Line Drive),,,
Sunday Sep 25,https://www.baseball-reference.com/boxes/BAL/BAL201609250.shtml,1-Feb,0.0,---,"""6","(3-2)..TBBFBS""",O,BAL,Drew Stubbs,PatrickÂ Corbin,-2%,77%,Strikeout Swinging,,,
Monday Apr 3,https://www.baseball-reference.com/boxes/BAL/BAL201704030.shtml,2-Feb,0.0,---,"""6","(3-2).CBBBFX""",O,BAL,Hyun Soo Kim,JoeÂ Biagini,-4%,55%,Groundout: 2B-1B,,,
Wednesday Apr 5,https://www.baseball-reference.com/boxes/BAL/BAL201704050.shtml,1-Mar,0.0,---,"""5","(2-2)BBFCC""",O,BAL,Trey Mancini,J.A.Â Happ,-1%,88%,Strikeout Looking,,,
Friday Apr 7,https://www.baseball-reference.com/boxes/BAL/BAL201704070.shtml,5-Apr,0.0,---,"""3","(1-1).BSX""",,BAL,Jonathan Schoop,TylerÂ Clippard,13%,50%,Reached on E5 (throw) (Ground Ball to SS-3B Hole); J.Â Schoop to 2B,,,
Saturday Apr 8,https://www.baseball-reference.com/boxes/BAL/BAL201704080.shtml,4-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Manny Machado,AdamÂ Warren,-5%,31%,Groundout: SS-1B,,,
Sunday Apr 9,https://www.baseball-reference.com/boxes/BAL/BAL201704090.shtml,2-Mar,0.0,---,"""6","(3-2).BBCBFX""",O,BAL,Craig Gentry,TylerÂ Clippard,2%,23%,Foul Popfly: 1B (1B into Foul Terr.),,,
Friday Apr 21,https://www.baseball-reference.com/boxes/BAL/BAL201704210.shtml,Feb-00,0.0,---,"""4","(1-2)FSBX""",O,BAL,Jonathan Schoop,JoeÂ Kelly,-1%,88%,Groundout: 2B-1B,,,
Saturday Apr 22,https://www.baseball-reference.com/boxes/BAL/BAL201704220.shtml,2-Apr,0.0,---,"""1","(0-0)X""",O,BAL,Manny Machado,HeathÂ Hembree,-1%,88%,Popfly: 1B,,,
Sunday Apr 23,https://www.baseball-reference.com/boxes/BAL/BAL201704230.shtml,0-6,0.0,---,"""3","(1-1)..BCX""",O,BAL,Welington Castillo,MattÂ Barnes,1%,99%,Flyball: RF (Short RF),,,
Monday Apr 24,https://www.baseball-reference.com/boxes/BAL/BAL201704240.shtml,3-Mar,0.0,---,"""4","(1-2)CFBH""",,BAL,Seth Smith,ChrisÂ Archer,6%,64%,Hit By Pitch,,,
Tuesday Apr 25,https://www.baseball-reference.com/boxes/BAL/BAL201704250.shtml,0-2,0.0,---,"""3","(1-1)CBX""",O,BAL,Mark Trumbo,ChaseÂ Whitley,4%,82%,Popfly: 2B (2B-1B),,,
Wednesday Apr 26,https://www.baseball-reference.com/boxes/BAL/BAL201704260.shtml,2-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Ryan Flaherty,ErasmoÂ RamÃ­rez,-2%,77%,Groundout: SS-1B (SS-2B),,,
Friday May 5,https://www.baseball-reference.com/boxes/BAL/BAL201705050.shtml,Feb-00,0.0,---,"""1","(0-0)X""",O,BAL,Caleb Joseph,MiguelÂ GonzÃ¡lez,-1%,88%,Flyball: RF (Deep CF-RF),,,
Saturday May 6,https://www.baseball-reference.com/boxes/BAL/BAL201705060.shtml,3-Jun,0.0,---,"""4","(1-2)CBFS""",O,BAL,Joey Rickard,ChrisÂ Beck,-1%,94%,Strikeout Swinging,,,
Sunday May 7,https://www.baseball-reference.com/boxes/BAL/BAL201705070.shtml,Apr-00,0.0,---,"""5","(3-1)BCBBX""",O,BAL,Mark Trumbo,MichaelÂ Ynoa,0%,97%,Flyball: LF,,,
Monday May 8,https://www.baseball-reference.com/boxes/BAL/BAL201705080.shtml,2-Jun,0.0,---,"""2","(0-1).FX""",O,BAL,Manny Machado,BlakeÂ Treinen,0%,97%,Popfly: 1B,,,
Tuesday May 9,https://www.baseball-reference.com/boxes/BAL/BAL201705090.shtml,1-Jan,0.0,---,"""2","(0-1)CX""",,BAL,Chris Davis,MaxÂ Scherzer,6%,64%,Single to RF (Ground Ball thru 2B-1B),,,
Friday May 19,https://www.baseball-reference.com/boxes/BAL/BAL201705190.shtml,3-Mar,0.0,---,"""1","(0-0)..X""",O,BAL,Jonathan Schoop,DannyÂ Barnes,-4%,55%,Foul Popfly: 1B (1B into Foul Terr.),,,
Saturday May 20,https://www.baseball-reference.com/boxes/BAL/BAL201705200.shtml,5-Apr,0.0,---,"""3","(1-1)...CBX""",O,BAL,Manny Machado,DominicÂ Leone,-5%,31%,Groundout: SS-1B (SS-3B Hole),,,
Sunday May 21,https://www.baseball-reference.com/boxes/BAL/BAL201705210.shtml,3-Jan,0.0,---,"""6","(3-2)BFTBBX""",O,BAL,Welington Castillo,MarcoÂ Estrada,4%,82%,Flyball: RF (Deep RF),,,
Monday May 22,https://www.baseball-reference.com/boxes/BAL/BAL201705220.shtml,12-Jun,0.0,---,"""3","(0-2)CFC""",O,BAL,Manny Machado,TylerÂ Duffey,1%,99%,Strikeout Looking,,,
Tuesday May 23,https://www.baseball-reference.com/boxes/BAL/BAL201705230.shtml,0-2,0.0,---,"""1","(0-0).X""",O,BAL,Chris Davis,ErvinÂ Santana,4%,82%,Flyball: LF (Deep LF-CF),,,
Wednesday May 24,https://www.baseball-reference.com/boxes/BAL/BAL201705240.shtml,4-Jan,0.0,---,"""1","(0-0)X""",R,BAL,Chris Davis,JosÃ©Â BerrÃ­os,-9%,78%,Home Run (Line Drive to Deep RF Line),,,
Monday May 29,https://www.baseball-reference.com/boxes/BAL/BAL201705290.shtml,2-Mar,0.0,---,"""5","(1-2).SFBFS""",O,BAL,Chris Davis,ChasenÂ Shreve,-2%,77%,Strikeout Swinging,,,
Tuesday May 30,https://www.baseball-reference.com/boxes/BAL/BAL201705300.shtml,8-Jan,0.0,---,"""2","(0-1).CX""",O,BAL,JJ Hardy,LuisÂ Severino,0%,99%,Groundout: SS-1B,,,
Wednesday May 31,https://www.baseball-reference.com/boxes/BAL/BAL201705310.shtml,3-Jul,0.0,---,"""4","(1-2).BFSS""",O,BAL,Adam Jones,GiovannyÂ Gallegos,0%,97%,Strikeout Swinging,,,
Thursday Jun 1,https://www.baseball-reference.com/boxes/BAL/BAL201706010.shtml,1-Jul,0.0,---,"""3","(2-0)BBX""",O,BAL,Caleb Joseph,BlaineÂ Boyer,0%,99%,Groundout: SS-1B,,,
Friday Jun 2,https://www.baseball-reference.com/boxes/BAL/BAL201706020.shtml,2-Mar,0.0,---,"""2","(0-1).SX""",,BAL,Caleb Joseph,HeathÂ Hembree,3%,82%,Single to LF (Ground Ball thru SS-3B Hole),,,
Saturday Jun 3,https://www.baseball-reference.com/boxes/BAL/BAL201706030.shtml,0-2,0.0,---,"""2","(1-0)BX""",R,BAL,Manny Machado,DavidÂ Price,-14%,64%,Home Run (Fly Ball to Deep LF),,,
Sunday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL201706040.shtml,6-Mar,0.0,---,"""3","(2-0).BBX""",,BAL,Francisco Peña,BlaineÂ Boyer,-5%,82%,Single to RF (Line Drive to Short RF),,,
Tuesday Jun 6,https://www.baseball-reference.com/boxes/BAL/BAL201706060.shtml,4-Jan,0.0,---,"""1","(0-0)X""",R,BAL,Chris Davis,IvÃ¡nÂ Nova,9%,22%,Home Run (Fly Ball to Deep RF Line),,,
Wednesday Jun 7,https://www.baseball-reference.com/boxes/BAL/BAL201706070.shtml,6-Jan,0.0,---,"""6","(3-2)...BSCBBB""",,BAL,Jonathan Schoop,JuanÂ Nicasio,2%,6%,Walk,,,
Friday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL201706160.shtml,10-Jan,0.0,---,"""4","(2-1)....CBBX""",O,BAL,Jonathan Schoop,BrettÂ Cecil,0%,100%,Groundout: 1B-P (2B-1B),,,
Saturday Jun 17,https://www.baseball-reference.com/boxes/BAL/BAL201706170.shtml,7-Dec,0.0,---,"""5","(2-2)BCBFX""",R,BAL,Jonathan Schoop,JohnÂ Brebbia,1%,99%,Home Run (Fly Ball to Deep LF Line),,,
Sunday Jun 18,https://www.baseball-reference.com/boxes/BAL/BAL201706180.shtml,2-Aug,0.0,---,"""5","(1-2).CCFBS""",O,BAL,Trey Mancini,TrevorÂ Rosenthal,0%,99%,Strikeout Swinging,,,
Monday Jun 19,https://www.baseball-reference.com/boxes/BAL/BAL201706190.shtml,0-11,0.0,---,"""6","(1-2)CBSFFS""",O,BAL,Adam Jones,CoreyÂ Kluber,0%,100%,Strikeout Swinging,,,
Tuesday Jun 20,https://www.baseball-reference.com/boxes/BAL/BAL201706200.shtml,5-May,0.0,---,"""4","(1-2)CCBS""",O,BAL,Seth Smith,BooneÂ Logan,-4%,55%,Strikeout Swinging,,,
Wednesday Jun 21,https://www.baseball-reference.com/boxes/BAL/BAL201706210.shtml,0-3,0.0,---,"""7","(3-2)BBSBSFX""",,BAL,Mark Trumbo,CarlosÂ Carrasco,-5%,82%,Single to CF (Ground Ball thru SS-2B),,,
Thursday Jun 22,https://www.baseball-reference.com/boxes/BAL/BAL201706220.shtml,5-Feb,0.0,---,"""10","(3-2).CSFBBFBFFS""",O,BAL,Seth Smith,BooneÂ Logan,3%,90%,Strikeout Swinging,,,
Friday Jun 30,https://www.baseball-reference.com/boxes/BAL/BAL201706300.shtml,2-Feb,0.0,---,"""4","(0-2)FCFX""",,BAL,Adam Jones,JakeÂ Faria,-17%,24%,Double to RF (Fly Ball to Deep RF Line); A.Â Jones to 3B/Adv on E9 (throw),,,
Saturday Jul 1,https://www.baseball-reference.com/boxes/BAL/BAL201707010.shtml,10-Mar,0.0,---,"""2","(1-0)BX""",O,BAL,Craig Gentry,ErasmoÂ RamÃ­rez,0%,99%,Groundout: 1B-P (Weak 2B),,,
Sunday Jul 2,https://www.baseball-reference.com/boxes/BAL/BAL201707020.shtml,May-00,0.0,---,"""6","(3-2)BBBCCX""",,BAL,Caleb Joseph,AlexÂ Cobb,0%,99%,Single to RF (Line Drive to Short CF-RF),,,
Friday Jul 14,https://www.baseball-reference.com/boxes/BAL/BAL201707140.shtml,8-Jun,0.0,---,"""5","(3-1).BBSBB""",,BAL,Trey Mancini,CarlÂ EdwardsÂ Jr.,-7%,71%,Walk,,,
Saturday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL201707150.shtml,8-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Mark Trumbo,JakeÂ Arrieta,0%,99%,Groundout: SS-1B,,,
Sunday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL201707160.shtml,0-6,0.0,---,"""2","(1-0)BX""",,BAL,Jonathan Schoop,JoseÂ Quintana,-1%,97%,Single to CF (Line Drive to Short CF),,,
Monday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL201707170.shtml,1-Jan,0.0,---,"""4","(1-2)CCBX""",O,BAL,Chris Davis,AndrewÂ Cashner,-4%,55%,Lineout: RF (Deep CF-RF),,,
Tuesday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL201707180.shtml,1-Nov,0.0,---,"""3","(1-1).CBX""",O,BAL,Chris Davis,TonyÂ Barnette,0%,100%,Groundout: 2B-1B (Deep 2B-1B),,,
Wednesday Jul 19,https://www.baseball-reference.com/boxes/BAL/BAL201707190.shtml,1-Mar,0.0,---,"""8","(3-2)BSBSFBFX""",,BAL,Trey Mancini,MartÃ­nÂ PÃ©rez,2%,90%,Single to P (Ground Ball to Short 3B Line),,,
Thursday Jul 20,https://www.baseball-reference.com/boxes/BAL/BAL201707200.shtml,5-Aug,0.0,---,"""4","(1-2)BCCX""",R,BAL,Chris Davis,JeremyÂ Jeffress,3%,97%,Home Run (Fly Ball to Deep LF),,,
Friday Jul 21,https://www.baseball-reference.com/boxes/BAL/BAL201707210.shtml,7-Jan,0.0,---,"""2","(0-1)FX""",,BAL,Trey Mancini,MikeÂ Fiers,-1%,97%,Single to CF (Line Drive),,,
Saturday Jul 22,https://www.baseball-reference.com/boxes/BAL/BAL201707220.shtml,6-Apr,0.0,---,"""3","(1-1)BCX""",O,BAL,Rubén Tejada,FrancisÂ Martes,4%,82%,Lineout: CF (Deep CF-RF),,,
Sunday Jul 23,https://www.baseball-reference.com/boxes/BAL/BAL201707230.shtml,7-Jun,0.0,---,"""4","(1-2)CSBX""",R,BAL,Mark Trumbo,ChrisÂ Devenski,22%,59%,Home Run (Fly Ball to Deep LF Line),,,
Monday Jul 31,https://www.baseball-reference.com/boxes/BAL/BAL201707310.shtml,1-Jan,0.0,---,"""6","(3-2)CBBFBS""",O,BAL,Rubén Tejada,DannyÂ Duffy,-4%,55%,Strikeout Swinging,,,
Tuesday Aug 1,https://www.baseball-reference.com/boxes/BAL/BAL201708010.shtml,1-Jun,0.0,---,"""7","(3-2).BBFSBFX""",,BAL,Tim Beckham,NeftalÃ­Â Feliz,0%,99%,Double to RF (Line Drive to Deep RF),,,
Wednesday Aug 2,https://www.baseball-reference.com/boxes/BAL/BAL201708020.shtml,Mar-00,0.0,---,"""3","(1-1).CBX""",O,BAL,Joey Rickard,PeterÂ Moylan,-1%,94%,Groundout: 3B-1B (SS-3B Hole),,,
Thursday Aug 3,https://www.baseball-reference.com/boxes/BAL/BAL201708030.shtml,7-Mar,0.0,---,"""3","(1-1)CBX""",,BAL,Craig Gentry,WarwickÂ Saupold,-4%,89%,Double to CF (Line Drive to Deep CF-RF),,,
Friday Aug 4,https://www.baseball-reference.com/boxes/BAL/BAL201708040.shtml,1-Feb,0.0,---,"""6","(2-2)BCBSFX""",,BAL,Tim Beckham,JustinÂ Verlander,-3%,18%,Single to P (Ground Ball to P's Right),,,
Saturday Aug 5,https://www.baseball-reference.com/boxes/BAL/BAL201708050.shtml,2-Feb,0.0,---,"""3","(2-0).BBX""",R,BAL,Welington Castillo,JoeÂ JimÃ©nez,20%,79%,Home Run (Fly Ball to Deep CF-RF),,,
Sunday Aug 6,https://www.baseball-reference.com/boxes/BAL/BAL201708060.shtml,1-Aug,0.0,---,"""3","(1-1)FBX""",O,BAL,Chris Davis,ChadÂ Bell,0%,100%,Popfly: SS (Short LF-CF),,,
Friday Aug 18,https://www.baseball-reference.com/boxes/BAL/BAL201708180.shtml,7-May,0.0,---,"""1","(0-0).X""",O,BAL,Craig Gentry,BlakeÂ Parker,-4%,18%,Flyball: LF (LF-CF),,,
Saturday Aug 19,https://www.baseball-reference.com/boxes/BAL/BAL201708190.shtml,5-Jan,0.0,---,"""4","(2-1)BCBX""",,BAL,Seth Smith,EduardoÂ Paredes,-4%,89%,Double to RF (Line Drive to Deep CF-RF),,,
Sunday Aug 20,https://www.baseball-reference.com/boxes/BAL/BAL201708200.shtml,4-Apr,0.0,---,"""4","(2-1).BFBX""",O,BAL,Seth Smith,CamÂ Bedrosian,4%,45%,Popfly: 3B (SS-3B Hole),,,
Monday Aug 21,https://www.baseball-reference.com/boxes/BAL/BAL201708210.shtml,2-Jun,0.0,---,"""3","(0-2)....FCS""",O,BAL,Jonathan Schoop,SantiagoÂ Casilla,0%,97%,Strikeout Swinging,,,
Tuesday Aug 22,https://www.baseball-reference.com/boxes/BAL/BAL201708220.shtml,5-Feb,0.0,---,"""4","(1-2).SBSS""",O,BAL,Adam Jones,LiamÂ Hendriks,3%,90%,Strikeout Swinging,,,
Wednesday Aug 23,https://www.baseball-reference.com/boxes/BAL/BAL201708230.shtml,3-Jun,0.0,---,"""4","(1-2)..CBCX""",,BAL,Tim Beckham,SantiagoÂ Casilla,2%,96%,Double to RF (Line Drive to Deep RF),,,
Monday Aug 28,https://www.baseball-reference.com/boxes/BAL/BAL201708280.shtml,6-Jun,0.0,---,"""1","(0-0)..X""",,BAL,Trey Mancini,EmilioÂ PagÃ¡n,6%,64%,Single to CF (Ground Ball thru SS-2B),,,
Tuesday Aug 29,https://www.baseball-reference.com/boxes/BAL/BAL201708290.shtml,Feb-00,0.0,---,"""2","(0-1).CX""",R,BAL,Welington Castillo,JamesÂ Pazos,5%,94%,Home Run (Line Drive to Deep LF-CF),,,
Wednesday Aug 30,https://www.baseball-reference.com/boxes/BAL/BAL201708300.shtml,6-Jul,0.0,---,"""1","(0-0).X""",O,BAL,Trey Mancini,NickÂ Vincent,-2%,77%,Groundout: SS-1B,,,
Thursday Aug 31,https://www.baseball-reference.com/boxes/BAL/BAL201708310.shtml,10-Jun,0.0,---,"""5","(2-2).CTBBX""",O,BAL,Adam Jones,DominicÂ Leone,2%,95%,Flyball: CF (Deep CF),,,
Friday Sep 1,https://www.baseball-reference.com/boxes/BAL/BAL201709010.shtml,0-0,0.0,---,"""5","(0-2).CFFFS""",O,BAL,Mark Trumbo,JoeÂ Biagini,-4%,55%,Strikeout Swinging,,,
Saturday Sep 2,https://www.baseball-reference.com/boxes/BAL/BAL201709020.shtml,0-5,0.0,---,"""3","(2-0)BBX""",O,BAL,Chris Davis,LuisÂ Santos,1%,97%,Flyball: LF (LF Line),,,
Sunday Sep 3,https://www.baseball-reference.com/boxes/BAL/BAL201709030.shtml,4-Mar,0.0,---,"""4","(1-2)..CBFX""",,BAL,Mark Trumbo,TomÂ Koehler,8%,44%,Single to RF (Ground Ball thru 2B-1B),,,
Monday Sep 4,https://www.baseball-reference.com/boxes/BAL/BAL201709040.shtml,7-Mar,0.0,---,"""5","(2-2)CFBBS""",O,BAL,Chris Davis,ChadÂ Green,2%,95%,Strikeout Swinging,,,
Tuesday Sep 5,https://www.baseball-reference.com/boxes/BAL/BAL201709050.shtml,6-May,0.0,---,"""4","(1-2).FCBS""",O,BAL,Manny Machado,DavidÂ Robertson,-5%,31%,Strikeout Swinging,,,
Thursday Sep 7,https://www.baseball-reference.com/boxes/BAL/BAL201709070.shtml,9-Jan,0.0,---,"""6","(3-2)SBFBBS""",O,BAL,Caleb Joseph,ChadÂ Green,0%,100%,Strikeout Swinging,,,
Monday Sep 18,https://www.baseball-reference.com/boxes/BAL/BAL201709180.shtml,8-Aug,0.0,---,"""6","(2-2)..FFBBFX""",O,BAL,Chris Davis,RobbyÂ Scott,4%,45%,Flyball: LF (LF Line),,,
Tuesday Sep 19,https://www.baseball-reference.com/boxes/BAL/BAL201709190.shtml,0-0,0.0,---,"""3","(1-1)BCX""",O,BAL,Chris Davis,DrewÂ Pomeranz,4%,45%,Flyball: LF (Deep LF),,,
Wednesday Sep 20,https://www.baseball-reference.com/boxes/BAL/BAL201709200.shtml,0-6,0.0,---,"""4","(2-1)BBFX""",,BAL,Trey Mancini,ChrisÂ Sale,-2%,96%,Double to LF (Line Drive to LF Line),,,
Thursday Sep 21,https://www.baseball-reference.com/boxes/BAL/BAL201709210.shtml,1-Mar,0.0,---,"""3","(2-0).BBX""",O,BAL,Welington Castillo,SteveÂ Cishek,-1%,88%,Lineout: CF (Deep CF),,,
Friday Sep 22,https://www.baseball-reference.com/boxes/BAL/BAL201709220.shtml,7-Mar,0.0,---,"""6","(2-2).BCBCFX""",,BAL,Tim Beckham,SteveÂ Cishek,-3%,90%,Single to LF (Line Drive to LF-CF),,,
Saturday Sep 23,https://www.baseball-reference.com/boxes/BAL/BAL201709230.shtml,5-Jan,0.0,---,"""2","(1-0).BX""",,BAL,Trey Mancini,AndrewÂ Kittredge,-3%,90%,Single to SS (Ground Ball to SS-3B Hole),,,
Sunday Sep 24,https://www.baseball-reference.com/boxes/BAL/BAL201709240.shtml,4-Aug,0.0,---,"""10","(3-2).CFFBFBFFBX""",,BAL,Jonathan Schoop,Chih-WeiÂ Hu,1%,98%,Double to LF (Line Drive to Deep LF Line),,,
Thursday Mar 29,https://www.baseball-reference.com/boxes/BAL/BAL201803290.shtml,0-0,0.0,---,"""5","(2-2).CBFBS""",,BAL,Trey Mancini,ZachÂ Duke,6%,64%,"""Strikeout Swinging"," Wild Pitch; T.Â Mancini to 1B""",,
Saturday Mar 31,https://www.baseball-reference.com/boxes/BAL/BAL201803310.shtml,0-6,0.0,---,"""1","(0-0).X""",O,BAL,Colby Rasmus,RyanÂ Pressly,1%,99%,Lineout: CF (Deep CF-RF),,,
